DSB,repair_mode,location,Cut DSB,Uncut DSB,PD_log2FC_Cut_vs_Uncut,PD_delta_Cut_minus_Uncut,ThreeC_TRANS_log2FC_Cut_vs_Uncut,ThreeC_TRANS_delta_Cut_minus_Uncut,ThreeC_TRANS_HitScore,Freq4C_log2FC_Cut_vs_Uncut,Freq4C_delta_Cut_minus_Uncut,Freq4C_HitScore,chromosome,z_PD,z_3C_TRANS,has_4C_contrast,has_4C_signal,z_4C,weight_4C,Localization_Score,Localization_Rank
TRANS,Cut (Not SSA),CHRIV_L15_2,0.02199425090324112,0.028901734104046242,-0.39402943456529194,-0.0069074832008051215,0,0,0,NA,NA,0,CHRIV,-0.3336403473880154,-0.0985679843642306,FALSE,FALSE,0,0,-0.216104165876123,35
TRANS,Cut (Not SSA),CHRVII_990K,0.018961470502914107,0.014803327224023685,0.35714916378070094,0.0041581432788904225,0,0,0,NA,NA,0,CHRVII,0.07489040806131998,-0.0985679843642306,FALSE,FALSE,0,0,-0.011838788151455313,23
TRANS,Cut (Not SSA),CHRVII_L03,0.01910651652206018,0.01593119977442549,0.2622097013696796,0.003175316747634691,0,0,0,NA,NA,0,CHRVII,0.023257293930898967,-0.0985679843642306,FALSE,FALSE,0,0,-0.037655345216665824,26
TRANS,Cut (Not SSA),CHRVII_L06,0.038476753078931406,0.034259128718454816,0.16749855287807153,0.004217624360476589,0,0,0,NA,NA,0,CHRVII,-0.02825165098306288,-0.0985679843642306,FALSE,FALSE,0,0,-0.06340981767364674,28
TRANS,Cut (Not SSA),CHRVII_L09,0.028666367783960547,0.02354433948963767,0.28397875779376774,0.005122028294322876,0,0,0,NA,NA,0,CHRVII,0.035096461188770814,-0.0985679843642306,FALSE,FALSE,0,0,-0.0317357615877299,25
TRANS,Cut (Not SSA),CHRXII_L01,0.019409794562092884,0.01240659805441985,0.6456768525831267,0.0070031965076730335,0,0,0,NA,NA,0,CHRXII,0.23180706534368534,-0.0985679843642306,FALSE,FALSE,0,0,0.06661954048972736,15
TRANS,Cut (Not SSA),CHRXII_L05,0.03971623724254331,0.029888622585647822,0.4101324153952272,0.009827614656895491,0,0,0,NA,NA,0,CHRXII,0.10370550989716171,-0.0985679843642306,FALSE,FALSE,0,0,0.0025687627664655504,20
TRANS,Cut (Not SSA),CHRXII_L07,0.02968168991798307,0.03172141548005075,-0.09588388378277682,-0.0020397255620676832,0,0,0,NA,NA,0,CHRXII,-0.17149298674271482,-0.0985679843642306,FALSE,FALSE,0,0,-0.13503048555347272,30
TRANS,Cut (Not SSA),CHRXII_L12,0.044410453862179906,0.031016495136049628,0.5178635039847589,0.013393958726130278,0,0,0,NA,NA,0,CHRXII,0.16229538866070575,-0.0985679843642306,FALSE,FALSE,0,0,0.03186370214823757,17
TRANS,Cut (Not SSA),CHRXV_L01,0.10299585959545347,0.030452558860848723,1.7579506441653654,0.07254330073460474,0,0,0,NA,NA,0,CHRXV,0.8367205351125522,-0.0985679843642306,FALSE,FALSE,0,0,0.3690762753741607,8
TRANS,Cut (Not SSA),CHRXV_L04,3.955800522165669e-5,0,11.950118619890205,3.955800522165669e-5,0,0,0,NA,NA,0,CHRXV,6.3797619529027045,-0.0985679843642306,FALSE,FALSE,0,0,3.1405969842692367,1
TRANS,Cut (Not SSA),CHRXV_L15,0.014029905851947572,0.01621316791202594,-0.20866054224646396,-0.0021832620600783694,0,0,0,NA,NA,0,CHRXV,-0.23282691396144625,-0.0985679843642306,FALSE,FALSE,0,0,-0.16569744916283843,33
TRANS,Cut (Not SSA),CHRXV_L17_2,0.02732139560642422,0.038347666713661355,-0.4891074670063565,-0.011026271107237133,0,0,0,NA,NA,0,CHRXV,-0.38534882324889685,-0.0985679843642306,FALSE,FALSE,0,0,-0.24195840380656372,38
TRANS,Cut (Not SSA),CHRXV_L18_1PERCENT_CONTROL,6.85672090508716e-4,0.0049344424080078955,-2.847278247355333,-0.0042487703174991795,0,0,0,NA,NA,0,CHRXV,-1.6678471432167146,-0.0985679843642306,FALSE,FALSE,0,0,-0.8832075637904726,49
TRANS,Cut (Not SSA),COMMON,0.31063582900392944,0.34808966586775697,-0.16423473776774436,-0.03745383686382753,0,0,0,NA,NA,0,NA,-0.20866580566430035,-0.0985679843642306,FALSE,FALSE,0,0,-0.15361689501426548,32
TRANS,Cut (Not SSA),NO_CUT,0.010377383369814605,0.08416748907373467,-3.0198191422093936,-0.07379010570392007,0,0,0,NA,NA,0,NA,-1.7616840313759894,-0.0985679843642306,FALSE,FALSE,0,0,-0.93012600787011,50
TRANS,Cut/Repaired (SSA),CHRIII_L02,0.011820203715620236,0.0115995115995116,0.02719081509723732,2.2069211610863636e-4,0,0,0,NA,NA,0,CHRIII,-0.26029535975745466,0,FALSE,FALSE,0,0,-0.13014767987872733,20
TRANS,Cut/Repaired (SSA),CHRIII_L03,0.028697820198822138,0.0018315018315018315,3.969834735003645,0.026866318367320306,0,0,0,NA,NA,0,CHRIII,1.172381948134456,0,FALSE,FALSE,0,0,0.586190974067228,2
TRANS,Cut/Repaired (SSA),CHRIII_L04,0.0486974776551417,0.04456654456654457,0.12788591363101232,0.004130933088597133,0,0,0,NA,NA,0,CHRIII,-0.22370479119078984,0,FALSE,FALSE,0,0,-0.11185239559539492,19
TRANS,Cut/Repaired (SSA),CHRIV_L01,0.024873564680810457,0.020757020757020756,0.2610137735005468,0.004116543923789701,0,0,0,NA,NA,0,CHRIV,-0.17532881107239667,0,FALSE,FALSE,0,0,-0.08766440553619834,16
TRANS,Cut/Repaired (SSA),CHRIV_L03,0.03502019784344286,0.023809523809523808,0.5566482732027822,0.011210674033919052,0,0,0,NA,NA,0,CHRIV,-0.06790119453952326,0,FALSE,FALSE,0,0,-0.03395059726976163,12
TRANS,Cut/Repaired (SSA),CHRIV_L06_2,0.029823320863112204,0.013431013431013432,1.1508721552410823,0.016392307432098772,0,0,0,NA,NA,0,CHRIV,0.14802778329825247,0,FALSE,FALSE,0,0,0.07401389164912624,6
TRANS,Cut/Repaired (SSA),CHRIV_L10_2,0.04815185450701848,0.030525030525030524,0.6575984517691968,0.017626823981987953,0,0,0,NA,NA,0,CHRIV,-0.031217935031986534,0,FALSE,FALSE,0,0,-0.015608967515993267,10
TRANS,Cut/Repaired (SSA),CHRIV_L12_2,0.018932878565818545,0.0231990231990232,-0.29317014554224025,-0.004266144633204655,0,0,0,NA,NA,0,CHRIV,-0.3767080736536485,0,FALSE,FALSE,0,0,-0.18835403682682425,21
TRANS,Cut/Repaired (SSA),CHRIV_L13,0.020809528586493504,0.014041514041514042,0.5675454446605185,0.006768014544979462,0,0,0,NA,NA,0,CHRIV,-0.06394138214335922,0,FALSE,FALSE,0,0,-0.03197069107167961,11
TRANS,Cut/Repaired (SSA),CHRIV_L15_2,0.021230367965315005,0.014652014652014652,0.5350300223387278,0.006578353313300353,0,0,0,NA,NA,0,CHRIV,-0.07575683103077928,0,FALSE,FALSE,0,0,-0.03787841551538964,13
TRANS,Cut/Repaired (SSA),CHRVII_990K,0.01818662269058274,0.01282051282051282,0.5044233522009404,0.00536610987006992,0,0,0,NA,NA,0,CHRVII,-0.08687867785928564,0,FALSE,FALSE,0,0,-0.04343933892964282,14
TRANS,Cut/Repaired (SSA),CHRVII_L03,0.019593498520945322,0.01221001221001221,0.682309933025398,0.0073834863109331125,0,0,0,NA,NA,0,CHRVII,-0.02223828098273217,0,FALSE,FALSE,0,0,-0.011119140491366085,9
TRANS,Cut/Repaired (SSA),CHRVII_L06,0.039989527950340956,0.033577533577533576,0.2521259206465522,0.0064119943728073794,0,0,0,NA,NA,0,CHRVII,-0.17855847760036012,0,FALSE,FALSE,0,0,-0.08927923880018006,17
TRANS,Cut/Repaired (SSA),CHRVII_L09,0.03305301842150979,0.014652014652014652,1.173682428512379,0.018401003769495137,0,0,0,NA,NA,0,CHRVII,0.1563165766984376,0,FALSE,FALSE,0,0,0.0781582883492188,5
TRANS,Cut/Repaired (SSA),CHRXII_L01,0.018502252224698867,0.01098901098901099,0.7516388137636213,0.0075132412356878776,0,0,0,NA,NA,0,CHRXII,0.0029544364507901855,0,FALSE,FALSE,0,0,0.001477218225395093,8
TRANS,Cut/Repaired (SSA),CHRXII_L05,0.039930806176551904,0.014652014652014652,1.446402527127948,0.025278791524537252,0,0,0,NA,NA,0,CHRXII,0.25541756188247233,0,FALSE,FALSE,0,0,0.12770878094123617,4
TRANS,Cut/Repaired (SSA),CHRXII_L07,0.027870821884626393,0.023809523809523808,0.22721669151303026,0.004061298075102585,0,0,0,NA,NA,0,CHRXII,-0.18760998924118924,0,FALSE,FALSE,0,0,-0.0938049946205946,18
TRANS,Cut/Repaired (SSA),CHRXII_L12,0.05332426408160369,0.028693528693528692,0.8940665182788325,0.024630735388075,0,0,0,NA,NA,0,CHRXII,0.05470979260755954,0,FALSE,FALSE,0,0,0.02735489630377977,7
TRANS,Cut/Repaired (SSA),CHRXV_L01,0.117115684341105,0.019536019536019536,2.583725228527696,0.09757966480508547,0,0,0,NA,NA,0,CHRXV,0.6686977005779359,0,FALSE,FALSE,0,0,0.33434885028896794,3
TRANS,Cut/Repaired (SSA),CHRXV_L04,2.936088689452346e-5,0,11.520171115153321,2.936088689452346e-5,0,0,0,NA,NA,0,CHRXV,3.916021956854283,0,FALSE,FALSE,0,0,1.9580109784271416,1
TRANS,Cut/Repaired (SSA),CHRXV_L15,0.013581856929291643,0.01098901098901099,0.30561894001979295,0.0025928459402806536,0,0,0,NA,NA,0,CHRXV,-0.1591201929001573,0,FALSE,FALSE,0,0,-0.07956009645007865,15
TRANS,Cut/Repaired (SSA),CHRXV_L17_2,0.024883351643108634,0.04456654456654457,-0.8407800297384699,-0.019683192923435934,0,0,0,NA,NA,0,CHRXV,-0.575698464519045,0,FALSE,FALSE,0,0,-0.2878492322595225,23
TRANS,Cut/Repaired (SSA),CHRXV_L18_1PERCENT_CONTROL,4.306263411196774e-4,0.005494505494505495,-3.6734502923181735,-0.005063879153385817,0,0,0,NA,NA,0,CHRXV,-1.605033724913166,0,FALSE,FALSE,0,0,-0.8025168624565829,24
TRANS,Cut/Repaired (SSA),COMMON,0.29993369333042985,0.4719169719169719,-0.6538894418420352,-0.17198327858654205,0,0,0,NA,NA,0,NA,-0.5077861930136446,0,FALSE,FALSE,0,0,-0.2538930965068223,22
TRANS,Cut/Repaired (SSA),NO_CUT,0.005517399995595867,0.09768009768009768,-4.146001695302728,-0.09216269768450182,0,0,0,NA,NA,0,NA,-1.7767493770546683,0,FALSE,FALSE,0,0,-0.8883746885273341,25
TRANS,Cut (Not SSA),Chr12_L01,NA,NA,0,0,0.21204183294450085,0.003037270553895601,0.2,NA,NA,0,CHR12,-0.11934624618934288,0.10415750062889889,FALSE,FALSE,0,0,-0.007594372780221992,21
TRANS,Cut (Not SSA),Chr12_L05,NA,NA,0,0,-0.3658609027949518,-0.005054441469532572,0.24,NA,NA,0,CHR12,-0.11934624618934288,-0.4483542879873636,FALSE,FALSE,0,0,-0.28385026708835326,40
TRANS,Cut (Not SSA),Chr12_L07,NA,NA,0,0,-1.245972770045393,-0.018943890546132124,0.32,NA,NA,0,CHR12,-0.11934624618934288,-1.2897972365740882,FALSE,FALSE,0,0,-0.7045717413817155,46
TRANS,Cut (Not SSA),Chr12_L12,NA,NA,0,0,-1.3308480953703694,-0.08114184692820886,0.96,NA,NA,0,CHR12,-0.11934624618934288,-1.3709434483923904,FALSE,FALSE,0,0,-0.7451448472908665,48
TRANS,Cut (Not SSA),Chr15_L01,NA,NA,0,0,0.6511373719871246,0.021191512038271597,0.76,NA,NA,0,CHR15,-0.11934624618934288,0.5239607765892339,FALSE,FALSE,0,0,0.2023072651999455,10
TRANS,Cut (Not SSA),Chr15_L04,NA,NA,0,0,-0.804227516913819,-2.738922596161712e-4,0.04,NA,NA,0,CHR15,-0.11934624618934288,-0.8674606653374567,FALSE,FALSE,0,0,-0.4934034557633998,43
TRANS,Cut (Not SSA),Chr15_L15,NA,NA,0,0,0.17583823975567608,0.004357259390191853,0.48,NA,NA,0,CHR15,-0.11934624618934288,0.06954456182441568,FALSE,FALSE,0,0,-0.024900842182463603,24
TRANS,Cut (Not SSA),Chr15_L17_2,NA,NA,0,0,0.36935877224433933,0.008279969794650854,0.44,NA,NA,0,CHR15,-0.11934624618934288,0.25456250502980793,FALSE,FALSE,0,0,0.06760812942023252,14
TRANS,Cut (Not SSA),Chr15_L18,NA,NA,0,0,-2.007241063154784,-0.0025403195873915296,0.08,NA,NA,0,CHR15,-0.11934624618934288,-2.017618165998362,FALSE,FALSE,0,0,-1.0684822060938524,51
TRANS,Cut (Not SSA),Chr3_L02,NA,NA,0,0,-0.7498259053006665,-0.0351692907458484,0.92,NA,NA,0,CHR3,-0.11934624618934288,-0.8154492629385216,FALSE,FALSE,0,0,-0.4673977545639323,42
TRANS,Cut (Not SSA),Chr3_L03,NA,NA,0,0,-0.1376466623477094,-0.0015325103265812733,0.12,NA,NA,0,CHR3,-0.11934624618934288,-0.2301669523349921,FALSE,FALSE,0,0,-0.17475659926216747,34
TRANS,Cut (Not SSA),Chr3_L04,NA,NA,0,0,-0.3395250799991002,-0.03629763987002743,1,NA,NA,0,CHR3,-0.11934624618934288,-0.42317556558696096,FALSE,FALSE,0,0,-0.27126090588815194,39
TRANS,Cut (Not SSA),Chr3_L18,NA,NA,0,0,1.46856574501562,7.814291134695562e-5,0,NA,NA,0,CHR3,-0.11934624618934288,1.3054743160082212,FALSE,FALSE,0,0,0.5930640349094392,5
TRANS,Cut (Not SSA),Chr4_L01,NA,NA,0,0,1.265753966388614,0.0488901555105146,0.88,NA,NA,0,CHR4,-0.11934624618934288,1.1115733502717084,FALSE,FALSE,0,0,0.4961135520411828,7
TRANS,Cut (Not SSA),Chr4_L03,NA,NA,0,0,0.2581134560636092,0.00857315392138465,0.64,NA,NA,0,CHR4,-0.11934624618934288,0.14820490397164637,FALSE,FALSE,0,0,0.014429328891151744,19
TRANS,Cut (Not SSA),Chr4_L06_2,NA,NA,0,0,0.4322482146312948,0.014514759673066063,0.72,NA,NA,0,CHR4,-0.11934624618934288,0.31468881374823887,FALSE,FALSE,0,0,0.097671283779448,12
TRANS,Cut (Not SSA),Chr4_L10_2,NA,NA,0,0,0.5488788769621136,0.012185818827392246,0.52,NA,NA,0,CHR4,-0.11934624618934288,0.42619514840755895,FALSE,FALSE,0,0,0.15342445110910805,11
TRANS,Cut (Not SSA),Chr4_L12_2,NA,NA,0,0,1.5914598084428604,0.049885752469865555,0.84,NA,NA,0,CHR4,-0.11934624618934288,1.422968860670003,FALSE,FALSE,0,0,0.6518113072403301,4
TRANS,Cut (Not SSA),Chr4_L13,NA,NA,0,0,-1.2935608226637616,-0.02652330510832137,0.56,NA,NA,0,CHR4,-0.11934624618934288,-1.3352944430119442,FALSE,FALSE,0,0,-0.7273203446006435,47
TRANS,Cut (Not SSA),Chr4_L15_2,NA,NA,0,0,0.896068802003229,0.016726167425928563,0.4,NA,NA,0,CHR4,-0.11934624618934288,0.7581308092217652,FALSE,FALSE,0,0,0.3193922815162112,9
TRANS,Cut (Not SSA),Chr7_990K,NA,NA,0,0,0.37501017487375804,0.0057864761972065935,0.28,NA,NA,0,CHR7,-0.11934624618934288,0.2599656055549775,FALSE,FALSE,0,0,0.07030967968281732,13
TRANS,Cut (Not SSA),Chr7_L03,NA,NA,0,0,-1.0029230511089935,-0.016675676596373097,0.36,NA,NA,0,CHR7,-0.11934624618934288,-1.0574262394712581,FALSE,FALSE,0,0,-0.5883862428303005,44
TRANS,Cut (Not SSA),Chr7_L06,NA,NA,0,0,1.7575163975054484,0.038416793236998883,0.68,NA,NA,0,CHR7,-0.11934624618934288,1.5817295263676487,FALSE,FALSE,0,0,0.7311916400891529,3
TRANS,Cut (Not SSA),Chr7_L09,NA,NA,0,0,-1.012278591049747,-0.0227562701142781,0.6,NA,NA,0,CHR7,-0.11934624618934288,-1.066370730968642,FALSE,FALSE,0,0,-0.5928584885789925,45
TRANS,Cut (Not SSA),Chr7_L17_2,NA,NA,0,0,5.585078193727312,0.01662171763814294,0.16,NA,NA,0,CHR7,-0.11934624618934288,5.241122159911542,FALSE,FALSE,0,0,2.5608879568610994,2
TRANS,Cut (Not SSA),UNCUTTABLE,NA,NA,0,0,-0.03917547417391209,-0.0016358660365460229,0.8,NA,NA,0,NA,-0.11934624618934288,-0.13602223049792075,FALSE,FALSE,0,0,-0.12768423834363182,29
ALL,Unknown repair context,4C_Viewport:1-10000,NA,NA,0,0,0,0,0,NA,NA,0.9912472647702407,NA,0,0,FALSE,TRUE,1.5896355769702364,0.3,0.4768906730910709,5
ALL,Unknown repair context,chrI:100001-110000,NA,NA,0,0,0,0,0,NA,NA,0.47702407002188185,CHRI,0,0,FALSE,TRUE,0.02683321348801593,0.3,0.008049964046404779,238
ALL,Unknown repair context,chrI:10001-20000,NA,NA,0,0,0,0,0,NA,NA,0.40043763676148797,CHRI,0,0,FALSE,TRUE,-0.205924585328485,0.3,-0.0617773755985455,274
ALL,Unknown repair context,chrI:120001-130000,NA,NA,0,0,0,0,0,NA,NA,0.6411378555798687,CHRI,0,0,FALSE,TRUE,0.5255999252376606,0.3,0.15767997757129817,163
ALL,Unknown repair context,chrI:130001-140000,NA,NA,0,0,0,0,0,NA,NA,0.4179431072210066,CHRI,0,0,FALSE,TRUE,-0.15272280274185618,0.3,-0.045816840822556854,264
ALL,Unknown repair context,chrI:210001-220000,NA,NA,0,0,0,0,0,NA,NA,0.47702407002188185,CHRI,0,0,FALSE,TRUE,0.02683321348801593,0.3,0.008049964046404779,238
ALL,Unknown repair context,chrI:30001-40000,NA,NA,0,0,0,0,0,NA,NA,0.36323851203501095,CHRI,0,0,FALSE,TRUE,-0.3189783733250712,0.3,-0.09569351199752135,286
ALL,Unknown repair context,chrI:40001-50000,NA,NA,0,0,0,0,0,NA,NA,0,CHRI,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrI:70001-80000,NA,NA,0,0,0,0,0,NA,NA,0.5448577680525164,CHRI,0,0,FALSE,TRUE,0.2329901210112024,0.3,0.06989703630336072,209
ALL,Unknown repair context,chrI:80001-90000,NA,NA,0,0,0,0,0,NA,NA,0.9212253829321663,CHRI,0,0,FALSE,TRUE,1.376828446623721,0.3,0.41304853398711633,37
ALL,Unknown repair context,chrII:1-10000,NA,NA,0,0,0,0,0,NA,NA,0.44638949671772427,CHRII,0,0,FALSE,TRUE,-0.06626990603858454,0.3,-0.019880971811575363,249
ALL,Unknown repair context,chrII:110001-120000,NA,NA,0,0,0,0,0,NA,NA,0.986870897155361,CHRII,0,0,FALSE,TRUE,1.5763351313235792,0.3,0.4729005393970737,7
ALL,Unknown repair context,chrII:140001-150000,NA,NA,0,0,0,0,0,NA,NA,0,CHRII,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrII:230001-240000,NA,NA,0,0,0,0,0,NA,NA,0,CHRII,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrII:280001-290000,NA,NA,0,0,0,0,0,NA,NA,0.6477024070021882,CHRII,0,0,FALSE,TRUE,0.5455505937076465,0.3,0.16366517811229395,162
ALL,Unknown repair context,chrII:300001-310000,NA,NA,0,0,0,0,0,NA,NA,0.7221006564551422,CHRII,0,0,FALSE,TRUE,0.7716581697008188,0.3,0.23149745091024562,128
ALL,Unknown repair context,chrII:30001-40000,NA,NA,0,0,0,0,0,NA,NA,0.5207877461706784,CHRII,0,0,FALSE,TRUE,0.1598376699545879,0.3,0.047951300986376365,220
ALL,Unknown repair context,chrII:350001-360000,NA,NA,0,0,0,0,0,NA,NA,0,CHRII,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrII:400001-410000,NA,NA,0,0,0,0,0,NA,NA,0.7067833698030634,CHRII,0,0,FALSE,TRUE,0.7251066099375186,0.3,0.2175319829812556,135
ALL,Unknown repair context,chrII:440001-450000,NA,NA,0,0,0,0,0,NA,NA,0.7133479212253829,CHRII,0,0,FALSE,TRUE,0.7450572784075045,0.3,0.22351718352225133,132
ALL,Unknown repair context,chrII:470001-480000,NA,NA,0,0,0,0,0,NA,NA,0.6717724288840262,CHRII,0,0,FALSE,TRUE,0.618703044764261,0.3,0.1856109134292783,151
ALL,Unknown repair context,chrII:50001-60000,NA,NA,0,0,0,0,0,NA,NA,0.936542669584245,CHRII,0,0,FALSE,TRUE,1.4233800063870212,0.3,0.42701400191610633,30
ALL,Unknown repair context,chrII:520001-530000,NA,NA,0,0,0,0,0,NA,NA,0.42669584245076586,CHRII,0,0,FALSE,TRUE,-0.12612191144854187,0.3,-0.03783657343456256,261
ALL,Unknown repair context,chrII:530001-540000,NA,NA,0,0,0,0,0,NA,NA,0,CHRII,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrII:540001-550000,NA,NA,0,0,0,0,0,NA,NA,0.5470459518599562,CHRII,0,0,FALSE,TRUE,0.23964034383453087,0.3,0.07189210315035925,207
ALL,Unknown repair context,chrII:560001-570000,NA,NA,0,0,0,0,0,NA,NA,0.6542669584245077,CHRII,0,0,FALSE,TRUE,0.5655012621776323,0.3,0.1696503786532897,159
ALL,Unknown repair context,chrII:580001-590000,NA,NA,0,0,0,0,0,NA,NA,0.33698030634573306,CHRII,0,0,FALSE,TRUE,-0.3987810472050143,0.3,-0.11963431416150427,293
ALL,Unknown repair context,chrII:60001-70000,NA,NA,0,0,0,0,0,NA,NA,0.48577680525164113,CHRII,0,0,FALSE,TRUE,0.05343410478133026,0.3,0.016030231434399078,235
ALL,Unknown repair context,chrII:610001-620000,NA,NA,0,0,0,0,0,NA,NA,0.9846827133479212,CHRII,0,0,FALSE,TRUE,1.5696849085002507,0.3,0.4709054725500752,8
ALL,Unknown repair context,chrII:640001-650000,NA,NA,0,0,0,0,0,NA,NA,0,CHRII,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrII:650001-660000,NA,NA,0,0,0,0,0,NA,NA,0,CHRII,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrII:660001-670000,NA,NA,0,0,0,0,0,NA,NA,0,CHRII,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrII:70001-80000,NA,NA,0,0,0,0,0,NA,NA,0.9452954048140044,CHRII,0,0,FALSE,TRUE,1.449980897680336,0.3,0.43499426930410073,26
ALL,Unknown repair context,chrII:780001-790000,NA,NA,0,0,0,0,0,NA,NA,0.6017505470459519,CHRII,0,0,FALSE,TRUE,0.40589591441774603,0.3,0.1217687743253238,183
ALL,Unknown repair context,chrII:790001-800000,NA,NA,0,0,0,0,0,NA,NA,0,CHRII,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrII:800001-810000,NA,NA,0,0,0,0,0,NA,NA,0.5470459518599562,CHRII,0,0,FALSE,TRUE,0.23964034383453087,0.3,0.07189210315035925,207
ALL,Unknown repair context,chrIII:1-10000,NA,NA,0,0,0,0,0,NA,NA,0.42669584245076586,CHRIII,0,0,FALSE,TRUE,-0.12612191144854187,0.3,-0.03783657343456256,261
ALL,Unknown repair context,chrIII:150001-160000,NA,NA,0,0,0,0,0,NA,NA,0.6301969365426696,CHRIII,0,0,FALSE,TRUE,0.4923488111210178,0.3,0.14770464333630534,170
ALL,Unknown repair context,chrIII:190001-200000,NA,NA,0,0,0,0,0,NA,NA,0,CHRIII,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrIII:250001-260000,NA,NA,0,0,0,0,0,NA,NA,0.7461706783369803,CHRIII,0,0,FALSE,TRUE,0.8448106207574332,0.3,0.25344318622722994,117
ALL,Unknown repair context,chrIII:270001-280000,NA,NA,0,0,0,0,0,NA,NA,0.48577680525164113,CHRIII,0,0,FALSE,TRUE,0.05343410478133026,0.3,0.016030231434399078,235
ALL,Unknown repair context,chrIII:280001-290000,NA,NA,0,0,0,0,0,NA,NA,0.8205689277899344,CHRIII,0,0,FALSE,TRUE,1.0709181967506058,0.3,0.32127545902518173,83
ALL,Unknown repair context,chrIII:80001-90000,NA,NA,0,0,0,0,0,NA,NA,0.9693654266958425,CHRIII,0,0,FALSE,TRUE,1.5231333487369505,0.3,0.45694000462108514,15
ALL,Unknown repair context,chrIII:90001-100000,NA,NA,0,0,0,0,0,NA,NA,0.40043763676148797,CHRIII,0,0,FALSE,TRUE,-0.205924585328485,0.3,-0.0617773755985455,274
ALL,Unknown repair context,chrIV:1-10000,NA,NA,0,0,0,0,0,NA,NA,0,CHRIV,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrIV:1020001-1030000,NA,NA,0,0,0,0,0,NA,NA,0,CHRIV,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrIV:1100001-1110000,NA,NA,0,0,0,0,0,NA,NA,0.5951859956236324,CHRIV,0,0,FALSE,TRUE,0.3859452459477602,0.3,0.11578357378432805,184
ALL,Unknown repair context,chrIV:1110001-1120000,NA,NA,0,0,0,0,0,NA,NA,0.774617067833698,CHRIV,0,0,FALSE,TRUE,0.931263517460705,0.3,0.2793790552382115,104
ALL,Unknown repair context,chrIV:1140001-1150000,NA,NA,0,0,0,0,0,NA,NA,0.8796498905908097,CHRIV,0,0,FALSE,TRUE,1.250474212980478,0.3,0.3751422638941434,55
ALL,Unknown repair context,chrIV:1200001-1210000,NA,NA,0,0,0,0,0,NA,NA,0,CHRIV,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrIV:120001-130000,NA,NA,0,0,0,0,0,NA,NA,0,CHRIV,0,0,FALSE,TRUE,-1.4229153619976185,0.3,-0.42687460859928555,348
ALL,Unknown repair context,chrIV:1210001-1220000,NA,NA,0,0,0,0,0,NA,NA,0.49015317286652077,CHRIV,0,0,FALSE,TRUE,0.06673455042798743,0.3,0.020020365128396226,232
ALL,Unknown repair context,chrIV:1240001-1250000,NA,NA,0,0,0,0,0,NA,NA,0.4179431072210066,CHRIV,0,0,FALSE,TRUE,-0.15272280274185618,0.3,-0.045816840822556854,264
ALL,Unknown repair context,chrIV:1270001-1280000,NA,NA,0,0,0,0,0,NA,NA,0.6739606126914661,CHRIV,0,0,FALSE,TRUE,0.6253532675875898,0.3,0.18760598027627692,150
ALL,Unknown repair context,chrIV:1310001-1320000,NA,NA,0,0,0,0,0,NA,NA,0.33698030634573306,CHRIV,0,0,FALSE,TRUE,-0.3987810472050143,0.3,-0.11963431416150427,293
ALL,Unknown repair context,chrIV:1330001-1340000,NA,NA,0,0,0,0,0,NA,NA,0.24288840262582057,CHRIV,0,0,FALSE,TRUE,-0.6847406286081441,0.3,-0.20542218858244324,327
ALL,Unknown repair context,chrIV:1370001-1380000,NA,NA,0,0,0,0,0,NA,NA,0.24288840262582057,CHRIV,0,0,FALSE,TRUE,-0.6847406286081441,0.3,-0.20542218858244324,327
ALL,Unknown repair context,chrIV:1390001-1400000,NA,NA,0,0,0,0,0,NA,NA,0.9649890590809628,CHRIV,0,0,FALSE,TRUE,1.509832903090293,0.3,0.4529498709270879,17
ALL,Unknown repair context,chrIV:140001-150000,NA,NA,0,0,0,0,0,NA,NA,0.9059080962800875,CHRIV,0,0,FALSE,TRUE,1.330276886860421,0.3,0.39908306605812627,43
